n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_directional_accuracy,mean_rmse,mean_r2,selection_score
50,2,0.01,0.6,0.7,0.5,2.0,0.4907407407407407,0.04459061542713505,-0.15621335802957956,0.48851120996938396
50,2,0.01,0.6,0.6,0.5,10.0,0.4907407407407407,0.04459504902832276,-0.15631358470737744,0.48851098828932454
50,3,0.01,0.6,0.7,0.5,5.0,0.4907407407407407,0.04458340620654164,-0.15649564528056548,0.4885115704304136
50,3,0.01,0.6,0.6,0.5,2.0,0.4907407407407407,0.044580114490470266,-0.15671162129454208,0.4885117350162172
50,2,0.01,0.6,0.6,0.5,2.0,0.4907407407407407,0.044609732680187184,-0.1573779625252412,0.4885102541067313
50,2,0.01,0.6,0.6,0.5,5.0,0.4907407407407407,0.04461334413975385,-0.15761856827190987,0.48851007353375303
50,3,0.01,0.6,0.6,0.5,10.0,0.4907407407407407,0.04460338674099002,-0.15786038066551267,0.4885105714036912
50,3,0.01,0.6,0.6,0.5,5.0,0.4907407407407407,0.04461160124169032,-0.15839892225666563,0.48851016067865616
50,2,0.01,0.7,0.6,0.5,10.0,0.4907407407407407,0.04468380984645528,-0.16149889903253412,0.48850655024841794
50,2,0.01,0.7,0.7,0.5,10.0,0.4907407407407407,0.04469201470335368,-0.16272254488694385,0.488506140005573
50,2,0.01,0.7,0.6,0.5,5.0,0.4907407407407407,0.04470730882091062,-0.1629582837902297,0.4885053752996952
100,2,0.01,0.6,0.6,0.5,10.0,0.4907407407407407,0.04469370369992002,-0.1637165590693931,0.4885060555557447
50,2,0.01,0.7,0.6,0.5,2.0,0.4907407407407407,0.04472144212820775,-0.16383705921299396,0.4885046686343303
50,2,0.01,0.7,0.7,0.5,5.0,0.4907407407407407,0.04471352796323093,-0.1639136712870951,0.4885050643425792
100,2,0.01,0.6,0.7,0.5,10.0,0.4907407407407407,0.04468386711670025,-0.16409227002412038,0.4885065473849057
50,2,0.01,0.7,0.7,0.5,2.0,0.4907407407407407,0.04473112884817135,-0.16493511484371473,0.48850418429833214
50,3,0.01,0.7,0.6,0.5,10.0,0.4907407407407407,0.0447385041705741,-0.16539857482719295,0.488503815532212
100,2,0.01,0.6,0.7,0.5,5.0,0.4907407407407407,0.0447004640127097,-0.1655789648388963,0.4885057175401052
50,2,0.03,0.6,0.7,0.5,10.0,0.4907407407407407,0.04470883017786631,-0.16564002103762535,0.4885052992318474
50,3,0.01,0.7,0.6,0.5,5.0,0.4907407407407407,0.044749937703056665,-0.16580929902396896,0.48850324385558785
100,2,0.01,0.6,0.6,0.5,5.0,0.4907407407407407,0.04472312543488603,-0.16603614044678572,0.4885045844689964
50,2,0.03,0.6,0.6,0.5,10.0,0.4907407407407407,0.044709388603906414,-0.16609467074539389,0.4885052713105454
